OriginalFoodCode,OriginalFoodName,EnglishFoodName,ScientificFoodName,OtherFoodNames,OriginalFoodGroupCode,FoodGroupIS1,FoodGroupIS2,FoodGroupIS3,CodexFoodStandards,ArticleNumber,E_number,INS_code,LangualCodes,CODEXAdditives,CODEXFood,CODEXContaminants,FAOBalanceSheet,CIAAFood,EuroCode2,AgriculturalConditions,Cuisine,EdiblePortion,WastePortion,NatureofEdiblePortion,NatureofWaste,TypicalServingSize,TypicalWeightperPiece,Colour,FinalPreparation,SpecificGravity,NitrogenProteinFactor,FattyAcidFactor,GenericImage,SpecificImage,Producer,Distributor,Retailer,AreaOfOrigin,AreaOfProcessing,AreaofConsumption,WebPublishReady,ListOfIngredients,Remarks,DateOfGeneration,GeneratedBy,DateOfUpdate,UpdatedBy
0228,"LUNDABAGGAR, soðnir, súrsaðir","Lamb flank, boiled, pickled in whey",,,07.01,7,1,11,,,,,A0150 A0799 B1669 C0268 E0125 F0014 G0016 H0107 H0260 J0104 K0003 M0001 N0001 P0024 R0262 Z0022 Z0047,,,,,,,,,100,0,,,,,,,,6.250,0.953,,,,,,,,,J,,,1992-04-18 00:00:00.0,ÓR,2010-05-15 11:29:15.0,
0309,"LAX, reyktur","Salmon, smoked",Salmo salar,,08.04,8,4,13,,,,,A0267 A0803 B1587 C0267 E0150 F0003 G0003 H0118 J0103 J0106 K0003 M0166 N0001 P0024 R0262,,,,,,,,,90,10,,,,,,,,6.250,0.720,,,,,,,,,J,,,1996-09-06 00:00:00.0,ÓR,2011-05-15 01:05:40.0,
0765,"PAPRIKA, gul","Pepper, sweet, yellow, raw",Capsicum annuum var grossum,,05.02,5,2,33,,,,,A0152 A0826 B2631 C0139 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,84,16,,,,,,,,6.250,0.800,,,,,,,,,J,,Hrá,1996-06-18 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0515,"KEX, hafrakex","Biscuit, digestive",,,04.05,4,5,21,,,,,A0203 A0821 B1312 C0208 E0140 F0014 G0005 H0138 H0158 H0272 H0318 H0322 J0116 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,Kex úr hveiti og höfrum.,1996-11-22 00:00:00.0,ÓR,2011-05-15 10:53:29.0,
0432,"KAFFI, lagað","Coffee, beverage",,,12.01,12,1,33,,,,,A0268 A0845 B1305 C0132 E0123 F0014 G0014 H0138 H0148 H0270 J0003 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,Tilbúið til drykkjar,1993-05-26 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0291,"VATN, hitaveituvatn","Water, geothermal",,,12.09,12,9,33,,,,,A0112 A0844 B1217 C0005 E0123 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,Heitt kranavatn,1992-04-07 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0454,"SESAMFRÆ, með hýði","Sesame seed, not decorticated",Sesamum indicum,,06.03,6,3,24,,,,,A0305 A0823 B1226 C0135 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,5.300,0.956,,,,,,,,,J,,,1996-11-23 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0484,"JÓGÚRT, hreint, sykrað","Yoghurt, without fruit, sweetened",,,01.02,1,2,1,,,,,A0101 A0783 B1201 C0235 E0135 F0003 G0003 H0101 H0247 H0749 J0151 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,N,,,1992-05-27 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0180,LÉTTMJÓLK,"Milk, partly skimmed, fat 1.5%",,,01.01,1,1,1,,,,,A0148 A0780 B1201 C0235 E0123 F0018 G0003 H0247 J0135 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.840,,,,,,,,,J,,,1996-11-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1120,"TORTILLA, með hakki og grænmeti","Tortilla, w meat and vegatables",,,16.01,16,1,,,,,,,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,N,,Uppskrift S189,2003-08-22 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0678,EGGJAKREM,Egg icing,,,15.01,15,1,33,,,,,,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,,1992-01-10 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0312,"KAVÍAR, þorskhrognamauk, í túpum","Caviar, cod roe mix, in tubes",,,08.05,8,5,13,,,,,A0267 A0803 B1842 C0202 E0106 F0014 G0003 H0150 H0172 H0173 H0263 H0749 J0100 J0123 K0003 M0151 M0200 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,1996-06-10 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1254,"BRAUÐ, speltbrauð","Bread, spelt bread",,Samlokubrauð úr spelti,04.04,4,4,,,,,,,,,,,,,,,100,,,,,,,,,0.000,0.000,,,Myllan,,,,,,J,,"Innihald: Vatn, spelt (52% af heildarþyngd), repjuolía, súrdeig, maltextrakt, ger, bindiefni, lúpínufræ, maltað rúgkorn, salt, sesamfræ, greipþykkni, mjölmeðhöndlunarefni. 
Uppskrift U43",2010-08-16 08:29:33.82,,2011-02-11 05:16:02.0,
0770,FLÓRSYKUR,"Sugar, sucrose, white, powder",,,11.01,11,1,33,,,,,A0118 A0836 B1370 C0157 E0106 F0003 G0003 H0003 J0003 K0003 M0120 N0039 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,1993-05-27 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1047,"1944 RÉTTUR, Stroganoff","1944 dish, Stroganoff",,,16.03,16,3,,,,,,A0172 A0799 B1161 C0268 E0134 F0018 G0005 G0014 H0166 H0184 H0212 H0227 H0306 J0131 K0001 M0172 N0036 P0024 Z0112,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,"m sósu, grænmeti og kartöflumús",2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0267,"SVESKJUSAFI, hreinn",Prune juice,,,12.04,12,4,33,,,,,A0127 A0841 B1207 C0300 E0114 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,1996-07-06 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0524,"BRAUÐSAMLOKA, með skinku, osti og majonesi","Sandwich, with ham, cheese and mayonnaise",,,16.01,16,1,23,,,,,,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,Uppskrift S29,2003-08-20 00:00:00.0,ÓR,2010-05-15 10:13:08.0,
0507,"OSTUR, rjómamysuostur","Cheese, whey, cream",,,02.01,2,1,4,,,,,A0185 A0786 B1201 C0244 E0151 F0018 G0001 H0107 H0138 H0280 H0296 J0117 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,J,,,1996-06-11 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1078,"PRÓTEINDRYKKUR, Myoplex","Protein drink, Myoplex",,,17.02,17,2,,,,,,,,,,,,,,,100,0,,,250,,,,,0.000,0.000,,,,,,,,,J,,Duft leyst upp í vatni,2002-03-01 00:00:00.0,ÓR,2010-05-15 09:24:18.0,
0172,"JÓGÚRTDRYKKUR, léttur, ávextir / bragðbættur","Yoghurt drink, low fat, fruit / flavoured",,,01.02,1,2,1,,,,,A0101 A0783 B1201 C0235 E0110 F0003 G0003 H0101 H0247 H0749 J0151 K0003 M0187 M0214 N0001 P0024,,,,,,,,,100,0,,,250,,,,,6.380,0.945,,,,,,,,,J,,Skammtur: 1 dós,2003-11-07 00:00:00.0,ÓR,2010-04-19 01:10:40.0,
1116,"MJÓLKURDRYKKUR, 0,5% fita, bragðbættur","Milk drink, fat 0,5%, flavour added",,Drykkjarmjólk,01.01,1,1,,,,,,A0148 A0780 B1201 C0235 E0123 F0018 G0003 H0228 H0247 J0135 K0001 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.000,,,,,,,,,N,,"Vanillu-, kakó- eða jarðarberja-",2003-08-18 00:00:00.0,ÓR,2010-04-19 01:14:18.0,
0885,"SMJÖRLÍKI, Flórusmjörlíki","Margarine, Flóra",,,10.05,10,5,17,,,,,A0231 A0807 B1017 C0190 E0119 F0014 G0003 H0174 H0306 H0358 J0100 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,J,,,1997-02-26 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0351,VÖFFLUR,"Pastry, waffles",,,04.06,4,6,21,,,,,A0194 A0821 B1312 C0208 E0140 F0014 G0008 H0184 H0186 H0227 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.844,,,,,,,,,J,,Uppskrift U10,1996-11-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1012,"JÓGÚRT, ávaxta-, án fitu, Pascual","Yoghurt, fruit, no fat, Pascual",,,01.02,1,2,,,,,,A0101 A0783 B1201 C0235 E0135 F0003 G0003 H0101 H0147 H0248 H0749 J0151 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,J,,,2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1133,"PRÓTEINDRYKKUR, Easy body","Protein drink,  Easy body",,,17.02,17,2,,,,,,,,,,,,,,,100,0,,,250,,,,,0.000,0.000,,,,,,,,,J,,Duft leyst upp í vatni.,2003-11-05 00:00:00.0,ÓR,2010-05-15 09:22:04.0,
0094,"BLÓÐMÖR, soðinn","Blood sausage, boiled",,,07.09,7,9,12,,,,,A0221 A0798 B1669 C0185 E0147 F0014 G0016 H0262 H0322 H0337 J0120 K0003 M0212 N0056 P0024,,,,,,,,,95,5,,,,,,,,6.250,0.953,,,,,,,,,J,,,1996-11-22 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1127,"SVÍNAKÓTILETTUR, ofnsteiktar","Pork, cutlets, fried",Sus scrofa,,07.03,7,3,7,,,,,A0150 A0794 B1136 C0266 E0133 F0014 G0005 H0247 H0398 J0003 K0001 M0001 N0001 P0024 Z0031,,,,,,,,,,,,,,,,,,6.250,,,,,,,,,,J,,,2003-09-10 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0440,"VORRÚLLUR, djúpsteiktar","Spring roll, deepfried",,Kínarúllur.,16.01,16,1,22,,,,,,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,N,,,1996-07-02 00:00:00.0,ÓR,2011-05-08 03:25:03.0,
1159,"LIFRARKÆFA, bökuð, fituskert","Liver paté, low fat",,,07.09,7,9,,,,,,,,,,,,,,,100,,,,,,,,,6.250,0.000,,,,,,,,,J,,,2008-09-27 00:00:00.0,ÓR,2010-05-04 10:26:39.0,
0930,"POPPKORN, örbylgju-, létt, Richfood","Pop corn, microwave-, low fat, popped, Richfood",,,14.01,14,1,,,,,,A0125 A0868 B1454 C0133 E0131 F0014 G0009 H0138 H0173 H0221 J0116 K0003 M0144 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.900,,,Richfood,,,,,,J,,Tilbúið til neyslu.,2001-05-24 00:00:00.0,ÓR,2011-05-15 04:03:50.0,
1153,"KÓKÓMJÓLK, sykurskert","Milk, low sugar",,,01.01,1,1,,,,,,,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,J,,Fituskert mjólk með kakói,2008-06-21 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1171,"PASTA, heilhveiti, soðið","Pasta, wholemeal, boiled",,,04.07,4,7,,,,,,,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,"Uppskrift U48, þurrt pasta 49%, vatn51%.",2009-03-23 00:00:00.0,ÓR,2011-02-26 12:13:29.0,
0232,"LAMBAHJÖRTU, með fitu, hrá","Lamb heart, with fat, raw",,,07.09,7,9,12,,,,,A0150 A0796 B1669 C0201 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.789,,,,,,,,,J,,,1992-04-18 00:00:00.0,ÓR,2009-09-02 08:54:04.0,
0628,FRANSKAR VÖFFLUR,"Cake, fronsk vaffla",,,04.06,4,6,21,,,,,,,,,,,,,,100,0,,,,,,,,5.700,0.930,,,,,,,,,N,,,2001-12-21 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0479,"BAUNASPÍRUR, sojabauna-, hrár","Bean sprouts, soy, raw",Glycine max. (L.) Merr.,,05.04,5,4,33,,,,,A0152 A0831 B1395 C0183 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,,1996-06-10 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0100,"NAUTAGÚLLAS, hrátt","Beef goulash, raw",,,07.02,7,2,6,,,,,A0150 A0794 B1161 C0270 E0152 F0003 G0003 H0003 J0003 K0001 M0001 N0001 P0024 Z0018,,,,,,,,,100,0,,,,,,,,6.250,0.763,,,,,,,,,J,,,1996-11-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0913,"KANILSNÚÐAR, harðir","Cinnamon roll, firm",,,04.06,4,6,,,,,,A0151 A0821 B1312 C0208 E0105 F0014 G0005 H0158 H0186 H0227 H0256 H0272 H0753 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,J,,,2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0297,"UFSI, með raspi, hrár","Saithe / pollock, breaded, raw",,,08.01,8,1,13,,,,,A0267 A0804 B1440 C0268 E0133 F0003 G0003 H0188 H0319 J0001 K0003 M0001 N0001 P0024 R0135,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,N,,,1992-04-07 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0958,"SÓSA, SALATSÓSA, olíusalatsósa","Dressing, vinaigrette",,Ediksósa. French dressing.,15.01,15,1,,,,,,,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,"Innihald: Ólífuolía, edik, kryd.",2001-05-24 00:00:00.0,ÓR,2011-04-17 04:57:04.0,
0714,"SÚRMJÓLK, ávaxtasúrmjólk","Milk, cultured, fruit",,,01.02,1,2,1,,,,,A0101 A0783 B1201 C0235 E0138 F0018 G0003 H0107 H0147 H0749 J0135 K0003 M0156 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,J,,,1996-06-19 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0764,"PILSNER, sætur","Beer, lager, sweet",,,12.06,12,6,33,,,,,A0195 A0847 B1230 C0102 E0123 F0014 G0003 H0151 H0232 H0246 H0253 J0135 K0003 M0175 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,N,,,1993-05-27 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0154,"OSTUR, fastur, 26% fita","Cheese, firm, fat 26%",,,02.01,2,1,4,,,,,A0312 B1201 C0245 E0146 F0003 G0003 H0253 H0298 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,J,,,1996-11-22 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1188,"JÓGÚRT, grísk, hrein","Yoghurt, Greek, without fruit",,,01.02,1,2,,,,,,,,,,,,,,,100,,,,,,,,,0.000,0.000,,,MS Selfossi,MS,,,,,J,,Innihald: Nýmjólk sýrð með jógúrtgerlum og þykkt.,2009-06-26 10:03:31.29,,2010-05-03 01:38:35.0,
0250,"MALTÖL, 11% kolvetni","Malt beverage, carbohydrate 11%",,,12.06,12,6,33,,,,,A0195 A0847 B1230 C0102 E0123 F0014 G0003 H0151 H0232 H0253 J0135 K0003 M0175 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.700,,,,,,,,,N,,,1988-04-28 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0323,SULTUKAKA,"Cake, jam",,,04.06,4,6,21,,,,,,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,,1996-11-22 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1222,"ÍS, jurtaís, Mjúkís","Ice cream substitute, vegetable fat, Mjúkís",,,03.02,3,2,,,,,,,,,,,,,,,100,,,,,,,,,6.250,0.930,,,Kjörís,Kjörís,Verslanir,,,,J,,,2010-01-25 09:11:20.65,,2010-06-09 04:05:47.0,
1152,"KÓKOSMJÓLK, niðursoðin","Coconut milk, canned",,,06.03,6,3,,,,,,,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,"Næringargildismerkingar notaðar fyrir Thai-choice & Blue Dragon. Aðrar upplýsingar úr töflum.
Innihald: Kókoshnetur, vatn, aukefni.",2008-04-21 00:00:00.0,ÓR,2010-05-06 08:15:16.0,
1034,"TE, jurtate lagað án mjólkur og sykurs","Tea, herbal, infusion, without milk and sugar",,,12.01,12,1,,,,,,A0268 A0845 B1623 C0200 E0123 F0014 G0014 H0148 J0003 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,200,,,,,0.000,0.000,,,,,,,,,J,,Tilbúið til drykkjar,2001-08-07 00:00:00.0,ÓR,2010-03-13 04:11:51.0,
0831,"FRANSKAR KARTÖFLUR, forsteiktar, frystar","Potato chips, prefried, frozen",,,05.09,5,9,31,,,,,A0152 A0829 B1218 C0240 E0141 F0018 G0029 H0263 J0136 K0003 M0172 N0036 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,,2001-09-30 00:00:00.0,ÓR,2011-04-05 09:05:54.0,
0961,"SÚKKULAÐI, Snickers","Chocolate, Snickers",,,11.03,11,3,,,,,,A0288 A0839 B1012 C0210 E0105 F0014 G0003 H0177 H0184 H0205 H0224 H0227 H0231 H0355 J0003 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,J,,,2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1103,"GRÍSASNITSEL, m raspi, steikt, Goða","Pork, snitzel, breaded, fried, Goda",,,07.03,7,3,,,,,,A0150 A0799 B1136 C0270 E0151 F0014 G0026 H0188 J0131 K0001 M0001 N0001 P0024 Z0047,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,,2002-08-20 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0876,"KLEINUHRINGIR, amerískir","Doughnuts, iced",,,04.06,4,6,21,,,,,A0248 A0821 B1312 C0208 E0105 F0014 G0029 H0184 H0186 H0227 H0354 H0749 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,5.700,0.000,,,,,,,,,J,,,1996-06-21 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1154,"BORÐSMJÖRLÍKI, Flora proactive","Table margarine, Flora proactive",,,10.05,10,5,,,,,,,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,J,,,2008-06-21 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0991,"PASTASALAT m/ túnfi & græn, án sósu","Pasta salad w tuna & veget., no sau",,,16.02,16,2,,,,,,,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,Uppskrift S239 . Kalt salat.,2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0047,"SALT, Miðjarðarhafssalt","Salt, from South Europe",,,13.01,13,1,33,,,,,A0134 A0856 B1655 C0005 E0117 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,Vinnslusalt,1987-08-11 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0706,"ÍSTERTA, með kransakökubotni","Cake, with ice cream",,,03.01,3,1,2,,,,,A0227 A0789 B1201 C0160 E0138 F0018 G0001 H0100 H0136 H0178 H0186 H0319 J0136 K0003 M0001 N0001 P0024 Z0112,,,,,,,,,100,0,,,,,,,,0.000,0.945,,,,,,,,,J,,,1992-01-17 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1146,"BORÐSMJÖRLÍKI, Smyrja","Table margarine, Smyrja",,,10.04,10,4,,,,,,A0231 A0807 B1017 C0190 E0119 F0003 G0003 H0117 H0174 H0306 H0358 J0100 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,Viðbit út jurtaolíum & mjólkurdufti,2003-11-19 00:00:00.0,ÓR,2010-05-08 11:13:15.0,
1007,"SÚPA, tómatsúpa","Soup, tomato soup",,,15.02,15,2,,,,,,,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,,2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0148,"JÓGÚRT, hreint","Yoghurt, without fruit",,,01.02,1,2,1,,,,,A0101 A0783 B1201 C0235 E0135 F0003 G0003 H0101 H0247 J0151 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.840,,,,,,,,,J,,,1996-11-23 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0994,"PITSA, grænmetispítsa","Pizza, vegetable pizza",,,16.01,16,1,,,,,,A0100 A0822 B1312 C0208 E0140 F0014 G0005 G0020 H0101 H0107 H0143 H0151 H0166 H0212 H0227 H0253 H0256 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,J,,,2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0767,"REGNBOGASILUNGUR, niðursoðinn, reyktur, í olíu","Rainbow trout, canned, smoked, in oil",Salmo irideus,,08.05,8,5,13,,,,,A0267 A0803 B1109 C0268 E0133 F0014 G0003 H0001 J0123 K0018 M0151 N0041 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,,1992-04-03 00:00:00.0,ÓR,2010-05-15 08:58:08.0,
0888,"FEITI, steikingafeiti, Palmín","Fat, for frying, Palmin",,,10.05,10,5,18,,,,,A0129 A0807 B1286 C0190 E0151 F0014 G0003 H0174 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,J,,,1997-02-26 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0008,"SMJÖRLÍKI, stóreldhúsasmjörlíki","Margarine, canteen",,,10.05,10,5,19,,,,,A0231 A0807 B1017 C0190 E0119 F0014 G0003 H0174 H0306 H0358 J0100 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,,1997-02-27 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1003,"SÓSA, TÓMAT-, pastasósa, 1% fita","Sauce, pasta sauce",,,15.01,15,1,,,,,,,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,,2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0420,HIRSIFLÖGUR,"Millet, flakes",,,04.01,4,1,23,,,,,A0125 A0814 B1285 C0155 E0100 F0003 G0003 H0003 H0138 H0366 J0116 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,1996-11-23 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1075,SÆLGÆTISBUFF,Chocolate covered toffee,,,11.03,11,3,,,,,,A0173 A0838 B1012 C0108 E0105 F0014 G0003 H0117 H0221 H0231 H0355 J0003 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,Með þykkri hvítri sykurfyllingu,2002-02-22 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0281,BRJÓSTSYKUR,"Candy, hard, boiled",,,11.03,11,3,26,,,,,A0216 A0838 B1012 C0108 E0140 F0014 G0014 H0117 H0150 J0003 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,,1996-06-11 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0251,"HVÍTÖL, JÓLAÖL",Malt beverage,,,12.06,12,6,33,,,,,A0195 A0847 B1230 C0102 E0123 F0014 G0003 H0151 H0232 H0253 J0135 K0003 M0184 N0036 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,,1993-05-27 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0790,"ANANAS, niðursoðinn","Pineapple, canned",Ananas comosus,,06.04,6,4,33,,,,,A0143 A0834 B1484 C0230 E0115 F0014 G0003 H0136 J0123 K0013 M0151 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,1993-03-09 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0644,"LOÐNA, heil, hrá","Capelin, whole, raw",Mallotus villosus,,08.01,8,1,13,,,,,A0267 A0802 B1903 C0173 E0150 F0003 G0003 H0001 J0003 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.900,,,,,,,,,J,,,1996-09-06 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1243,"VATNSDRYKKUR, Kristall sport, með sætuefnum","Drink, Kristall sport, with sweeteners",,,12.09,12,9,,,,,,,,,,,,,,,100,,,,500,,,,,0.000,0.000,,,Ölgerðin Egill Skallagrímsson hf,,,,,,J,,"Skammtur: Ein 500 ml flaska.
Innihald: Vatn, bragðefni, sýrur (sítrónusýra, kalíum sítrat), sætuefni (súkralósi, asesúlfam K), kalk, magnesíum, rotvarnarefni (natríum bensóat), níasín, pantóþensýra, B6 vítamín, fólasín, bíótín, B12 vítamín.",2010-04-19 15:16:50.567,,2010-09-04 02:13:19.0,
0914,"KANILSNÚÐAR, mjúkir, Findus","Cinnamon roll, soft, Findus",,,04.06,4,6,,,,,,A0151 A0821 B1312 C0208 E0105 F0014 G0005 H0158 H0186 H0227 H0256 H0272 H0753 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,J,,Frystir,2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0897,"FEITI, steikingafeiti, meðalt. 1998","Fat, frying, average 1998",,,10.05,10,5,18,,,,,A0129 A0807 B1017 C0190 E0151 F0014 G0003 H0174 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,,1997-02-18 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0015,"BÆTIEFNI, hákarlalýsisperlur",Shark liver oil capsule,,,17.01,17,1,13,,,,,,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,Lýsi hf.,,,,,,N,,INNIHALD Í PERLU,2002-01-23 00:00:00.0,ÓR,2010-05-15 12:05:49.0,
